url_pattern,view_symbol,urls_file,view_file,kind,decorators,drf_permission_classes,bases,roles_required,login_gated,role_gated,permission_gated,has_inline_auth_check,auth_mixin_gated,rbac_allow_reason,candidate_anonymous,unresolved,public_surface
workflow/<str:workflow_key>/,views_workflow.WorkflowWizardView.as_view,apps/academics/urls.py,apps/academics/views_workflow.py,class,login_required,,View,,1,0,0,0,0,,0,0,0
timetable/generate/,views_timetable.timetable_generate,apps/academics/urls.py,apps/academics/views_timetable.py,func,login_required | require_school | require_POST | require_permission(_TIMETABLE_PERMISSION),,,,1,0,1,0,0,,0,0,0
timetable/<int:schedule_id>/review/,views_timetable.timetable_review,apps/academics/urls.py,apps/academics/views_timetable.py,func,login_required | require_school | require_permission(_TIMETABLE_PERMISSION),,,,1,0,1,0,0,,0,0,0
timetable/<int:schedule_id>/publish/,views_timetable.timetable_publish,apps/academics/urls.py,apps/academics/views_timetable.py,func,login_required | require_school | require_POST | require_permission(_TIMETABLE_PERMISSION),,,,1,0,1,0,0,,0,0,0
teacher/syllabi/,views_syllabus.teacher_syllabus_hub,apps/academics/urls.py,apps/academics/views_syllabus.py,func,login_required,,,,1,0,0,0,0,,0,0,0
teacher/syllabi/<int:subject_assignment_id>/builder/,views_syllabus.syllabus_builder,apps/academics/urls.py,apps/academics/views_syllabus.py,func,login_required,,,,1,0,0,0,0,,0,0,0
teacher/syllabi/<int:subject_assignment_id>/upload/,views_syllabus.syllabus_upload,apps/academics/urls.py,apps/academics/views_syllabus.py,func,login_required,,,,1,0,0,0,0,,0,0,0
teacher/syllabi/<int:subject_assignment_id>/submit/,views_syllabus.syllabus_submit,apps/academics/urls.py,apps/academics/views_syllabus.py,func,login_required,,,,1,0,0,0,0,,0,0,0
teacher/syllabi/<int:subject_assignment_id>/preview/,views_syllabus.syllabus_preview,apps/academics/urls.py,apps/academics/views_syllabus.py,func,login_required,,,,1,0,0,0,0,,0,0,0
teacher/syllabi/<int:subject_assignment_id>/clone/,views_syllabus.syllabus_clone,apps/academics/urls.py,apps/academics/views_syllabus.py,func,login_required,,,,1,0,0,0,0,,0,0,0
approval/syllabi/,views_syllabus.syllabus_approval_queue,apps/academics/urls.py,apps/academics/views_syllabus.py,func,login_required,,,,1,0,0,0,0,,0,0,0
approval/syllabi/<int:subject_assignment_id>/approve/,views_syllabus.syllabus_approve,apps/academics/urls.py,apps/academics/views_syllabus.py,func,login_required,,,,1,0,0,0,0,,0,0,0
approval/syllabi/<int:subject_assignment_id>/reject/,views_syllabus.syllabus_reject,apps/academics/urls.py,apps/academics/views_syllabus.py,func,login_required,,,,1,0,0,0,0,,0,0,0
,auth_root_redirect,apps/accounts/urls.py,apps/accounts/views.py,func,,,,,1,0,0,0,0,pre-auth dispatcher,0,0,0
login/,login_view,apps/accounts/urls.py,apps/accounts/views.py,func,ratelimit | trace_view('auth.login'),,,,1,0,0,0,0,login page must be anonymous-reachable,0,0,0
step-up/,step_up_challenge,apps/accounts/urls.py,apps/accounts/views_step_up.py,func,"login_required | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,@login_required inside; re-auth challenge,0,0,0
logout/,logout_view,apps/accounts/urls.py,apps/accounts/views.py,func,,,,,1,0,0,1,0,,0,0,0
impersonate/,impersonate_entry,apps/accounts/urls.py,apps/accounts/views_impersonation.py,func,require_GET | login_required,,,,1,0,0,0,0,,0,0,0
end-impersonation/,end_impersonation,apps/accounts/urls.py,apps/accounts/views_impersonation.py,func,"require_http_methods(['GET', 'POST']) | login_required",,,,1,0,0,0,0,,0,0,0
school-picker/,school_picker,apps/accounts/urls.py,apps/accounts/views.py,func,,,,,1,0,0,1,0,,0,0,0
redirect/,redirect_view,apps/accounts/urls.py,apps/accounts/views.py,func,,,,,1,0,0,1,0,,0,0,0
switch-portal-role/,switch_portal_role,apps/accounts/urls.py,apps/accounts/views.py,func,login_required,,,,1,0,0,0,0,,0,0,0
profile/,user_profile,apps/accounts/urls.py,apps/accounts/views.py,func,login_required,,,,1,0,0,0,0,,0,0,0
profile/edit/,profile_edit,apps/accounts/urls.py,apps/accounts/views.py,func,login_required,,,,1,0,0,0,0,,0,0,0
profile/delegations/,my_delegations,apps/accounts/urls.py,apps/accounts/views_delegation.py,func,login_required,,,,1,0,0,0,0,,0,0,0
profile/delegations/add/,delegation_add,apps/accounts/urls.py,apps/accounts/views_delegation.py,func,login_required,,,,1,0,0,0,0,,0,0,0
profile/delegations/<int:pk>/edit/,delegation_edit,apps/accounts/urls.py,apps/accounts/views_delegation.py,func,login_required,,,,1,0,0,0,0,,0,0,0
profile/delegations/<int:pk>/revoke/,delegation_revoke,apps/accounts/urls.py,apps/accounts/views_delegation.py,func,login_required,,,,1,0,0,0,0,,0,0,0
profile/delegations/catch-up/,delegation_catch_up,apps/accounts/urls.py,apps/accounts/views_delegation.py,func,login_required,,,,1,0,0,0,0,,0,0,0
notifications/,user_notifications,apps/accounts/urls.py,apps/accounts/views.py,func,login_required,,,,1,0,0,0,0,,0,0,0
notifications/mark-all-read/,mark_all_notifications_read,apps/accounts/urls.py,apps/accounts/views.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
notifications/<int:notification_id>/read/,notification_mark_read,apps/accounts/urls.py,apps/accounts/views.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
notifications/<int:notification_id>/dismiss/,notification_dismiss,apps/accounts/urls.py,apps/accounts/views.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
notifications/preferences/,notification_preferences,apps/accounts/urls.py,apps/accounts/views.py,func,login_required,,,,1,0,0,0,0,,0,0,0
messages/,user_messages,apps/accounts/urls.py,apps/accounts/views.py,func,login_required,,,,1,0,0,0,0,,0,0,0
messages/search/,message_search,apps/accounts/urls.py,apps/accounts/views.py,func,login_required,,,,1,0,0,0,0,,0,0,0
messages/direct/compose/,direct_compose,apps/accounts/urls.py,apps/accounts/views.py,func,login_required,,,,1,0,0,0,0,,0,0,0
messages/direct/<int:user_id>/,direct_thread,apps/accounts/urls.py,apps/accounts/views.py,func,login_required,,,,1,0,0,0,0,,0,0,0
messages/direct/<int:user_id>/read-state/,direct_thread_read_state,apps/accounts/urls.py,apps/accounts/views.py,func,login_required,,,,1,0,0,0,0,,0,0,0
messages/direct/<int:user_id>/since/,direct_thread_messages_since,apps/accounts/urls.py,apps/accounts/views.py,func,login_required,,,,1,0,0,0,0,,0,0,0
messages/direct/<int:user_id>/typing/,direct_thread_typing,apps/accounts/urls.py,apps/accounts/views.py,func,login_required,,,,1,0,0,0,0,,0,0,0
messages/direct/<int:user_id>/block/,direct_block_toggle,apps/accounts/urls.py,apps/accounts/views.py,func,login_required,,,,1,0,0,0,0,,0,0,0
messages/attachment/<int:attachment_id>/,message_attachment_download,apps/accounts/urls.py,apps/accounts/views.py,func,login_required,,,,1,0,0,0,0,,0,0,0
documentation/,user_documentation,apps/accounts/urls.py,apps/accounts/views.py,func,login_required,,,,1,0,0,0,0,,0,0,0
rbac/,rbac_dashboard,apps/accounts/urls.py,apps/accounts/views.py,func,login_required | require_school | permission_required('settings.manage') | user_passes_test(_is_admin_user) | rbac_dashboard_pdp,,,,1,0,1,0,0,,0,0,0
backend/,backend_dashboard,apps/accounts/urls.py,apps/accounts/views.py,func,permission_required('settings.manage') | user_passes_test(_is_admin_user),,,,1,0,1,0,0,,0,0,0
backend/request-waiver/,request_waiver,apps/accounts/urls.py,apps/accounts/views.py,func,"login_required | permission_required('settings.manage') | user_passes_test(_is_admin_user) | require_http_methods(['GET', 'POST'])",,,,1,0,1,0,0,,0,0,0
backend/district-lms-interop/,district_lms_interop,apps/accounts/urls.py,apps/accounts/views_district_interop.py,func,login_required | require_http_methods(['GET']),,,,1,0,0,0,0,,0,0,0
backend/district-lms-interop/rotate-token/,district_interop_rotate_token,apps/accounts/urls.py,apps/accounts/views_district_interop.py,func,login_required | require_http_methods(['POST']),,,,1,0,0,0,0,,0,0,0
backend/district-lms-interop/export/students.csv,district_interop_csv_students,apps/accounts/urls.py,apps/accounts/views_district_interop.py,func,login_required | require_http_methods(['GET']),,,,1,0,0,0,0,,0,0,0
backend/district-lms-interop/export/teachers.csv,district_interop_csv_teachers,apps/accounts/urls.py,apps/accounts/views_district_interop.py,func,login_required | require_http_methods(['GET']),,,,1,0,0,0,0,,0,0,0
backend/district-lms-interop/export/classes.csv,district_interop_csv_classes,apps/accounts/urls.py,apps/accounts/views_district_interop.py,func,login_required | require_http_methods(['GET']),,,,1,0,0,0,0,,0,0,0
backend/advancement/donors/,advancement_donor_list,apps/accounts/urls.py,apps/schools/views_advancement.py,func,"login_required | user_passes_test(_staff_only) | require_school | _require_advancement | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,,0,0,0
backend/advancement/donors/add/,advancement_donor_create,apps/accounts/urls.py,apps/schools/views_advancement.py,func,"login_required | user_passes_test(_staff_only) | require_school | _require_advancement | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,,0,0,0
backend/advancement/donors/<int:donor_id>/,advancement_donor_detail,apps/accounts/urls.py,apps/schools/views_advancement.py,func,"login_required | user_passes_test(_staff_only) | require_school | _require_advancement | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,,0,0,0
backend/advancement/donors/<int:donor_id>/edit/,advancement_donor_edit,apps/accounts/urls.py,apps/schools/views_advancement.py,func,"login_required | user_passes_test(_staff_only) | require_school | _require_advancement | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,,0,0,0
backend/advancement/gifts/<int:gift_id>/delete/,advancement_gift_delete,apps/accounts/urls.py,apps/schools/views_advancement.py,func,login_required | user_passes_test(_staff_only) | require_school | _require_advancement | require_POST,,,,1,0,0,0,0,,0,0,0
backend/advancement/donations/,donations_dashboard,apps/accounts/urls.py,apps/schools/views_advancement.py,func,login_required | user_passes_test(_staff_only) | require_school | _require_advancement | require_http_methods(['GET']),,,,1,0,0,0,0,,0,0,0
backend/advancement/donations/capture/,donation_capture,apps/accounts/urls.py,apps/schools/views_advancement.py,func,login_required | user_passes_test(_staff_only) | require_school | _require_advancement | require_POST,,,,1,0,0,0,0,,0,0,0
backend/advancement/grants/,grants_dashboard,apps/accounts/urls.py,apps/schools/views_advancement.py,func,login_required | user_passes_test(_staff_only) | require_school | _require_advancement | require_http_methods(['GET']),,,,1,0,0,0,0,,0,0,0
backend/advancement/donors/<int:donor_id>/portal-link/,advancement_send_portal_link,apps/accounts/urls.py,apps/schools/views_advancement.py,func,login_required | user_passes_test(_staff_only) | require_school | _require_advancement | require_POST,,,,1,0,0,0,0,,0,0,0
backend/activity-log/,tenant_activity_log,apps/accounts/urls.py,apps/accounts/views_tenant_observability.py,func,login_required | require_school,,,,1,0,0,0,0,,0,0,0
backend/security-trust/,security_trust_hub,apps/accounts/urls.py,apps/accounts/views_trust_hub.py,func,login_required | require_school,,,,1,0,0,0,0,,0,0,0
backend/security-trust/impersonation/,tenant_impersonation_audit,apps/accounts/urls.py,apps/accounts/views_trust_hub.py,func,login_required | require_school,,,,1,0,0,0,0,,0,0,0
backend/identity/,tenant_identity_roster,apps/accounts/urls.py,apps/accounts/views_tenant_identity.py,func,login_required | require_school | require_GET | tenant_identity_hub_pdp,,,,1,0,0,0,0,,0,0,0
backend/identity/invite/,tenant_identity_invite,apps/accounts/urls.py,apps/accounts/views_tenant_identity.py,func,"login_required | require_school | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,,0,0,0
backend/identity/regulator-grant/,tenant_identity_regulator_grant,apps/accounts/urls.py,apps/accounts/views_tenant_identity.py,func,"login_required | require_school | require_http_methods(['GET', 'POST']) | tenant_regulator_grant_pdp",,,,1,0,0,0,0,,0,0,0
backend/identity/<int:user_id>/,tenant_identity_detail,apps/accounts/urls.py,apps/accounts/views_tenant_identity.py,func,login_required | require_school | require_GET,,,,1,0,0,0,0,,0,0,0
backend/identity/<int:user_id>/offboard/,tenant_identity_offboard,apps/accounts/urls.py,apps/accounts/views_tenant_identity.py,func,login_required | require_school | require_POST,,,,1,0,0,0,0,,0,0,0
backend/identity/<int:user_id>/revoke-sessions/,tenant_identity_revoke_sessions,apps/accounts/urls.py,apps/accounts/views_tenant_identity.py,func,login_required | require_school | require_POST,,,,1,0,0,0,0,,0,0,0
backend/identity/<int:user_id>/grant-ownership/,tenant_identity_grant_ownership,apps/accounts/urls.py,apps/accounts/views_tenant_identity.py,func,login_required | require_school | require_POST,,,,1,0,0,0,0,,0,0,0
backend/identity/<int:user_id>/revoke-ownership/,tenant_identity_revoke_ownership,apps/accounts/urls.py,apps/accounts/views_tenant_identity.py,func,login_required | require_school | require_POST,,,,1,0,0,0,0,,0,0,0
backend/identity/<int:user_id>/transfer-ownership/,tenant_identity_transfer_ownership,apps/accounts/urls.py,apps/accounts/views_tenant_identity.py,func,login_required | require_school | require_POST,,,,1,0,0,0,0,,0,0,0
backend/identity/<int:user_id>/suspend/,tenant_identity_suspend,apps/accounts/urls.py,apps/accounts/views_tenant_identity.py,func,login_required | require_school | require_POST,,,,1,0,0,0,0,,0,0,0
backend/identity/<int:user_id>/reactivate/,tenant_identity_reactivate,apps/accounts/urls.py,apps/accounts/views_tenant_identity.py,func,login_required | require_school | require_POST,,,,1,0,0,0,0,,0,0,0
backend/ops/,ops_hub,apps/accounts/urls.py,apps/schoolops/views_tenant_ops.py,func,login_required | user_passes_test(user_can_access_ops_extended_modules) | require_school | require_http_methods(['GET']),,,,1,0,0,0,0,,0,0,0
backend/ops/library/,ops_library,apps/accounts/urls.py,apps/schoolops/views_tenant_ops.py,func,"login_required | user_passes_test(user_can_access_ops_extended_modules) | require_feature('library') | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,,0,0,0
backend/ops/transport/,ops_transport,apps/accounts/urls.py,apps/schoolops/views_tenant_ops.py,func,"login_required | user_passes_test(user_can_access_ops_extended_modules) | require_feature('transport') | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,,0,0,0
backend/ops/inventory/,ops_inventory,apps/accounts/urls.py,apps/schoolops/views_tenant_ops.py,func,"login_required | user_passes_test(user_can_access_ops_extended_modules) | require_feature('inventory') | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,,0,0,0
backend/ops/canteen/,ops_canteen,apps/accounts/urls.py,apps/schoolops/views_tenant_ops.py,func,"login_required | user_passes_test(user_can_access_ops_extended_modules) | require_feature('canteen') | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,,0,0,0
backend/ops/clinic/,ops_clinic,apps/accounts/urls.py,apps/schoolops/views_tenant_ops.py,func,login_required | user_passes_test(user_can_access_ops_clinic) | require_feature('clinic') | require_http_methods(['GET']),,,,1,0,0,0,0,,0,0,0
backend/ops/timetabling/,ops_timetabling,apps/accounts/urls.py,apps/schoolops/views_tenant_ops.py,func,login_required | user_passes_test(user_can_access_ops_extended_modules) | require_feature('timetabling') | require_http_methods(['GET']),,,,1,0,0,0,0,,0,0,0
backend/ops/substitutes/,ops_substitutes,apps/accounts/urls.py,apps/schoolops/views_tenant_ops.py,func,"login_required | require_school | require_feature('substitutes') | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,,0,0,0
backend/ops/substitutes/handover/,substitute_handover_create,apps/accounts/urls.py,apps/schoolops/views_substitute_handover.py,func,"login_required | user_passes_test(_substitute_handover_roles_ok) | require_school | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,,0,0,0
backend/finance/permission-to-pay/,permission_to_pay_open,apps/accounts/urls.py,apps/finance/views_permission_to_pay.py,func,"login_required | user_passes_test(_finance_roles_ok) | require_school | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,,0,0,0
backend/finance/permission-to-pay/approve/,permission_to_pay_approve,apps/accounts/urls.py,apps/finance/views_permission_to_pay.py,func,login_required | user_passes_test(_finance_roles_ok) | require_school | require_http_methods(['POST']),,,,1,0,0,0,0,,0,0,0
backend/finance/permission-to-pay/authorize/,permission_to_pay_authorize,apps/accounts/urls.py,apps/finance/views_permission_to_pay.py,func,login_required | user_passes_test(_finance_roles_ok) | require_school | require_http_methods(['POST']),,,,1,0,0,0,0,,0,0,0
backend/ops/lost-belongings/mint/,lost_belongings_mint,apps/accounts/urls.py,apps/schoolops/views_lost_belongings.py,func,"login_required | user_passes_test(_staff_roles_ok) | require_school | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,,0,0,0
backend/ops/lost-belongings/recover/,lost_belongings_recover,apps/accounts/urls.py,apps/schoolops/views_lost_belongings.py,func,"login_required | user_passes_test(_staff_roles_ok) | require_school | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,,0,0,0
backend/ops/visitors/,ops_visitor_log,apps/accounts/urls.py,apps/schoolops/views_tenant_ops.py,func,"login_required | user_passes_test(user_can_access_ops_extended_modules) | require_school | require_feature('visitor_log') | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,,0,0,0
backend/ops/facilities/,ops_facilities,apps/accounts/urls.py,apps/schoolops/views_tenant_ops.py,func,"login_required | user_passes_test(user_can_access_ops_extended_modules) | require_school | require_feature('facilities_ops') | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,,0,0,0
backend/ops/pos/,ops_pos,apps/accounts/urls.py,apps/schoolops/views_tenant_ops.py,func,"login_required | user_passes_test(user_can_access_ops_extended_modules) | require_school | require_feature('pos_stub') | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,,0,0,0
backend/district-lms-interop/advanced/,district_interop_save_advanced,apps/accounts/urls.py,apps/accounts/views_district_interop.py,func,login_required | require_http_methods(['POST']),,,,1,0,0,0,0,,0,0,0
backend/district-lms-interop/native-vendor/,district_interop_save_native_vendor,apps/accounts/urls.py,apps/accounts/views_district_interop.py,func,login_required | require_http_methods(['POST']),,,,1,0,0,0,0,,0,0,0
backend/district-lms-interop/native-probe/,district_interop_native_probe,apps/accounts/urls.py,apps/accounts/views_district_interop.py,func,login_required | require_http_methods(['POST']),,,,1,0,0,0,0,,0,0,0
backend/district-lms-interop/synthetic/,district_interop_toggle_synthetic,apps/accounts/urls.py,apps/accounts/views_district_interop.py,func,login_required | require_http_methods(['POST']),,,,1,0,0,0,0,,0,0,0
backend/district-lms-interop/packet/,district_interop_packet,apps/accounts/urls.py,apps/accounts/views_district_interop.py,func,login_required | require_http_methods(['GET']),,,,1,0,0,0,0,,0,0,0
backend/district-lms-interop/partner/,district_interop_partner,apps/accounts/urls.py,apps/accounts/views_district_interop.py,func,"login_required | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,,0,0,0
backend/institution-profile/,institution_profile_wizard,apps/accounts/urls.py,apps/accounts/views_district_interop.py,func,"login_required | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,,0,0,0
backend/status/fragment/,backend_dashboard_status_fragment,apps/accounts/urls.py,apps/accounts/views.py,func,login_required | permission_required('settings.manage') | user_passes_test(_is_admin_user),,,,1,0,1,0,0,,0,0,0
backend/api/operational-health.json,tenant_operational_health_json,apps/accounts/urls.py,apps/schools/views_tenant_health_api.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
backend/api/operational-health/stream/,TenantHealthStreamView.as_view,apps/accounts/urls.py,apps/schools/views_tenant_health_api.py,class,login_required,,View,,1,0,0,0,0,,0,0,0
backend/performance/,tenant_performance_dashboard,apps/accounts/urls.py,apps/schools/views_tenant_performance.py,func,login_required | permission_required('settings.manage') | user_passes_test(_is_admin_user) | require_GET,,,,1,0,1,0,0,,0,0,0
backend/api/performance.json,tenant_performance_json,apps/accounts/urls.py,apps/schools/views_tenant_performance.py,func,login_required | permission_required('settings.manage') | user_passes_test(_is_admin_user) | require_GET,,,,1,0,1,0,0,,0,0,0
backend/dismiss-first-login-checklist/,dismiss_first_login_checklist,apps/accounts/urls.py,apps/accounts/views_onboarding.py,func,login_required | permission_required('settings.manage') | user_passes_test(_is_admin_user),,,,1,0,1,0,0,,0,0,0
backend/tour-complete/,mark_tour_complete,apps/accounts/urls.py,apps/accounts/views_onboarding.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
backend/confirm-owner/,owner_confirm_role,apps/accounts/urls.py,apps/accounts/views_onboarding.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
owner/,owner_console_overview,apps/accounts/urls.py,apps/accounts/views_owner_console.py,func,login_required | require_school,,,,1,0,0,0,0,,0,0,0
owner/people/,owner_console_people,apps/accounts/urls.py,apps/accounts/views_owner_console_people.py,func,login_required | require_school,,,,1,0,0,0,0,,0,0,0
owner/role-groups/,owner_console_role_groups,apps/accounts/urls.py,apps/accounts/views_owner_console_roles.py,func,login_required | require_school,,,,1,0,0,0,0,,0,0,0
owner/modules/,owner_console_modules,apps/accounts/urls.py,apps/accounts/views_owner_console.py,func,login_required | require_school,,,,1,0,0,0,0,,0,0,0
owner/billing/,owner_console_billing,apps/accounts/urls.py,apps/accounts/views_owner_console.py,func,login_required | require_school,,,,1,0,0,0,0,,0,0,0
owner/data/,owner_console_data,apps/accounts/urls.py,apps/accounts/views_owner_console.py,func,login_required | require_school,,,,1,0,0,0,0,,0,0,0
owner/branding/,owner_console_branding,apps/accounts/urls.py,apps/accounts/views_owner_console.py,func,login_required | require_school,,,,1,0,0,0,0,,0,0,0
owner/audit/,owner_console_audit,apps/accounts/urls.py,apps/accounts/views_owner_console.py,func,login_required | require_school,,,,1,0,0,0,0,,0,0,0
owner/setup/,owner_console_context_profile,apps/accounts/urls.py,apps/accounts/views_owner_console_context_profile.py,func,login_required | require_school,,,,1,0,0,0,0,,0,0,0
owner/workflows/,owner_console_workflows,apps/accounts/urls.py,apps/accounts/views_owner_console_workflows.py,func,login_required | require_school,,,,1,0,0,0,0,,0,0,0
owner/support/,owner_console_support,apps/accounts/urls.py,apps/accounts/views_owner_console_support.py,func,login_required | require_school,,,,1,0,0,0,0,,0,0,0
backend/ops-watch/,backend_ops_watch_data,apps/accounts/urls.py,apps/accounts/views.py,func,permission_required('settings.manage') | user_passes_test(_is_admin_user),,,,1,0,1,0,0,,0,0,0
backend-dashboard/,backend_dashboard,apps/accounts/urls.py,apps/accounts/views.py,func,permission_required('settings.manage') | user_passes_test(_is_admin_user),,,,1,0,1,0,0,,0,0,0
backend/import/,backend_entity_import,apps/accounts/urls.py,apps/accounts/views.py,func,"permission_required('settings.manage') | user_passes_test(lambda u: u.is_authenticated and (u.is_staff or u.is_superuser or getattr(u, 'role', None) == User.Role.ADMIN))",,,,1,0,1,0,0,,0,0,0
backend/migration-wizard/,migration_wizard,apps/accounts/urls.py,apps/accounts/views_migration.py,func,"permission_required('settings.manage') | user_passes_test(_is_admin_user) | require_http_methods(['GET', 'POST'])",,,,1,0,1,0,0,,0,0,0
backend/migration-runs/,migration_run_list,apps/accounts/urls.py,apps/accounts/views_migration.py,func,permission_required('settings.manage') | user_passes_test(_is_admin_user) | require_http_methods(['GET']),,,,1,0,1,0,0,,0,0,0
backend/migration-runs/<int:run_id>/rollback/,migration_rollback,apps/accounts/urls.py,apps/accounts/views_migration.py,func,permission_required('settings.manage') | user_passes_test(_is_admin_user) | require_http_methods(['POST']),,,,1,0,1,0,0,,0,0,0
backend/migration-runs/<int:run_id>/legacy/,migration_legacy_view,apps/accounts/urls.py,apps/accounts/views_migration.py,func,permission_required('settings.manage') | user_passes_test(_is_admin_user) | require_http_methods(['GET']),,,,1,0,1,0,0,,0,0,0
backend/legacy-data-cleaner/,legacy_data_cleaner_view,apps/accounts/urls.py,apps/accounts/views_migration.py,func,"permission_required('settings.manage') | user_passes_test(_is_admin_user) | require_http_methods(['GET', 'POST'])",,,,1,0,1,0,0,,0,0,0
backend/entities/,backend_entity_console,apps/accounts/urls.py,apps/accounts/views.py,func,"permission_required('settings.manage') | user_passes_test(lambda u: u.is_authenticated and (u.is_staff or u.is_superuser or getattr(u, 'role', None) == User.Role.ADMIN))",,,,1,0,1,0,0,,0,0,0
workflow/automation/,automation_hub,apps/accounts/urls.py,apps/accounts/views_workflow.py,func,login_required | user_passes_test(_is_admin_user),,,,1,0,0,0,0,,0,0,0
workflow/clone-year/,clone_year_setup,apps/accounts/urls.py,apps/accounts/views_rollover.py,func,permission_required('settings.manage') | user_passes_test(_is_admin_user),,,,1,0,1,0,0,,0,0,0
workflow/rollover/,rollover_year,apps/accounts/urls.py,apps/accounts/views_rollover.py,func,permission_required('settings.manage') | user_passes_test(_is_admin_user),,,,1,0,1,0,0,,0,0,0
workflow/rollover/queue/,rollover_queue,apps/accounts/urls.py,apps/accounts/views_rollover.py,func,permission_required('settings.manage') | user_passes_test(_is_admin_user) | require_http_methods(['GET']),,,,1,0,1,0,0,,0,0,0
workflow/rollover/prepare/,rollover_prepare,apps/accounts/urls.py,apps/accounts/views_rollover.py,func,permission_required('settings.manage') | user_passes_test(_is_admin_user) | require_http_methods(['POST']),,,,1,0,1,0,0,,0,0,0
workflow/rollover/proposal/<int:proposal_id>/,rollover_proposal_detail,apps/accounts/urls.py,apps/accounts/views_rollover.py,func,"permission_required('settings.manage') | user_passes_test(_is_admin_user) | require_http_methods(['GET', 'POST'])",,,,1,0,1,0,0,,0,0,0
workflow/academic-rules/,academic_rules,apps/accounts/urls.py,apps/accounts/views_workflow.py,func,permission_required('settings.manage') | user_passes_test(_is_admin_user),,,,1,0,1,0,0,,0,0,0
certification/,certification_home,apps/accounts/urls.py,apps/accounts/views_certification.py,func,login_required | permission_required('settings.manage') | user_passes_test(_is_admin_user),,,,1,0,1,0,0,,0,0,0
certification/session/<int:session_id>/,certification_session_detail,apps/accounts/urls.py,apps/accounts/views_certification.py,func,login_required | permission_required('settings.manage') | user_passes_test(_is_admin_user),,,,1,0,1,0,0,,0,0,0
certification/session/<int:session_id>/export.zip,certification_export_zip,apps/accounts/urls.py,apps/accounts/views_certification.py,func,login_required | permission_required('settings.manage') | user_passes_test(_is_admin_user),,,,1,0,1,0,0,,0,0,0
certification/session/<int:session_id>/bulk-add/,certification_bulk_add_candidates,apps/accounts/urls.py,apps/accounts/views_certification.py,func,login_required | permission_required('settings.manage') | user_passes_test(_is_admin_user),,,,1,0,1,0,0,,0,0,0
certification/session/<int:session_id>/override/,certification_session_override,apps/accounts/urls.py,apps/accounts/views_certification.py,func,login_required | permission_required('settings.manage') | user_passes_test(_is_admin_user),,,,1,0,1,0,0,,0,0,0
claim-invite/,claim_invite,apps/accounts/urls.py,apps/portal/views_parent.py,func,parent_portal_required | role_required(User.Role.PARENT),,,User.Role.PARENT,1,1,0,0,0,,0,0,0
operator-invite/<uuid:token>/,operator_invite_accept,apps/accounts/urls.py,,,,,,,0,0,0,0,0,,0,1,0
legacy-setup/<uidb64>/<token>/,LegacySetupView.as_view,apps/accounts/urls.py,apps/accounts/views_legacy_setup.py,class,,,PasswordResetConfirmView,,1,0,0,0,0,token-authenticated legacy-hash one-time setup; must be anonymous-reachable,0,0,0
onboarding/account/<uidb64>/<token>/progress/,owner_onboarding_account_provision_progress,apps/accounts/urls.py,apps/accounts/views_owner_onboarding.py,func,require_GET,,,,1,0,0,0,0,token-authenticated first-run owner onboarding; must be anonymous-reachable,0,0,0
onboarding/account/<uidb64>/<token>/,OwnerOnboardingAccountView.as_view,apps/accounts/urls.py,apps/accounts/views_owner_onboarding.py,class,,,PasswordResetConfirmView,,1,0,0,0,0,token-gated-onboarding-uidb64-token-in-url,0,0,0
onboarding/school/,owner_onboarding_school,apps/accounts/urls.py,apps/accounts/views_owner_onboarding.py,func,login_required,,,,1,0,0,0,0,,0,0,0
onboarding/done/,owner_onboarding_done,apps/accounts/urls.py,apps/accounts/views_owner_onboarding.py,func,"login_required | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,,0,0,0
