url_pattern,view_symbol,urls_file,view_file,kind,decorators,drf_permission_classes,bases,roles_required,login_gated,role_gated,permission_gated,has_inline_auth_check,auth_mixin_gated,rbac_allow_reason,candidate_anonymous,unresolved,public_surface
roster/results/v1p2/categories/<str:sourced_id>/put/,_oneroster_results.put_category,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/categories/<str:sourced_id>/delete/,_oneroster_results.delete_category,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/categories/<str:sourced_id>/,_oneroster_results.category_dispatch,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/attachments/,_oneroster_results.attachments_collection,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/attachments/post/,_oneroster_results.post_attachment,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/attachments/<str:sourced_id>/put/,_oneroster_results.put_attachment,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/attachments/<str:sourced_id>/delete/,_oneroster_results.delete_attachment,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/attachments/<str:sourced_id>/,_oneroster_results.attachment_dispatch,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/rubrics/,_oneroster_results.rubrics_collection,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/rubrics/post/,_oneroster_results.post_rubric,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/rubrics/<str:sourced_id>/put/,_oneroster_results.put_rubric,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/rubrics/<str:sourced_id>/delete/,_oneroster_results.delete_rubric,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/rubrics/<str:sourced_id>/,_oneroster_results.rubric_dispatch,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/classGroups/,_oneroster_results.classgroups_collection,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/classGroups/post/,_oneroster_results.post_classgroup,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/classGroups/<str:sourced_id>/put/,_oneroster_results.put_classgroup,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/classGroups/<str:sourced_id>/delete/,_oneroster_results.delete_classgroup,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/classGroups/bulk-delete-by-class/,_oneroster_results.classgroups_bulk_delete_by_class,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/classGroups/<str:sourced_id>/,_oneroster_results.classgroup_dispatch,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/results/import/,_oneroster_results.post_results_bulk_import,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/results/bulk-update/,_oneroster_results.post_results_bulk_update,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/gradeBookEntries/,_oneroster_results.gradebook_entries_collection,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/gradeBookEntries/<str:sourced_id>/,_oneroster_results.gradebook_entry_detail,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/classes/<str:class_sourced_id>/gradeBookEntries.csv,_oneroster_results.gradebook_entries_csv,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
roster/results/v1p2/classes/<str:class_sourced_id>/gradeBookEntries.pdf,_oneroster_results.gradebook_entries_pdf,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
ai/smart-settings/,api_smart_settings_assistant,apps/api/urls.py,apps/portal/views_ai_product.py,func,require_http_methods(['POST']) | csrf_protect | login_required,,,,1,0,0,0,0,,0,0,0
ai/import-error-resolver/,api_import_error_resolver,apps/api/urls.py,apps/portal/views_ai_product.py,func,require_http_methods(['POST']) | csrf_protect | login_required,,,,1,0,0,0,0,,0,0,0
ai/guardrail-report/,api_guardrail_report_generator,apps/api/urls.py,apps/portal/views_ai_product.py,func,require_http_methods(['POST']) | csrf_protect | login_required,,,,1,0,0,0,0,,0,0,0
ai/guided-tour/,api_guided_tour_planner,apps/api/urls.py,apps/portal/views_ai_product.py,func,require_http_methods(['POST']) | csrf_protect | login_required,,,,1,0,0,0,0,,0,0,0
ai/tenant-maturity/,api_tenant_maturity,apps/api/urls.py,apps/portal/views_ai_gateway.py,func,"require_http_methods(['GET', 'POST']) | csrf_protect | login_required",,,,1,0,0,0,0,,0,0,0
ai/data-quality-assistant/,api_data_quality_assistant,apps/api/urls.py,apps/portal/views_ai_gateway.py,func,require_http_methods(['POST']) | csrf_protect | login_required,,,,1,0,0,0,0,,0,0,0
ai/marketplace-recommend/,api_marketplace_recommend,apps/api/urls.py,apps/portal/views_ai_gateway.py,func,require_http_methods(['POST']) | csrf_protect | login_required,,,,1,0,0,0,0,,0,0,0
ai/control-plane-intelligence/,api_control_plane_intelligence,apps/api/urls.py,apps/portal/views_ai_gateway.py,func,require_http_methods(['POST']) | csrf_protect | login_required,,,,1,0,0,0,0,,0,0,0
ai/interop-assistant/,api_interop_assistant,apps/api/urls.py,apps/portal/views_ai_gateway.py,func,require_http_methods(['POST']) | csrf_protect | login_required,,,,1,0,0,0,0,,0,0,0
ai/runtime-config-explain/,api_runtime_config_explain,apps/api/urls.py,apps/portal/views_ai_gateway.py,func,require_http_methods(['POST']) | csrf_protect | login_required,,,,1,0,0,0,0,,0,0,0
ai/observability-assistant/,api_observability_assistant,apps/api/urls.py,apps/portal/views_ai_gateway.py,func,require_http_methods(['POST']) | csrf_protect | login_required,,,,1,0,0,0,0,,0,0,0
ai/billing-usage-explain/,api_billing_usage_explain,apps/api/urls.py,apps/portal/views_ai_gateway.py,func,require_http_methods(['POST']) | csrf_protect | login_required,,,,1,0,0,0,0,,0,0,0
ai/trust-compliance-assistant/,api_trust_compliance_assistant,apps/api/urls.py,apps/portal/views_ai_gateway.py,func,require_http_methods(['POST']) | csrf_protect | login_required,,,,1,0,0,0,0,,0,0,0
ai/studio-os-assistant/,api_studio_os_assistant,apps/api/urls.py,apps/portal/views_ai_gateway.py,func,require_http_methods(['POST']) | csrf_protect | login_required,,,,1,0,0,0,0,,0,0,0
ai/onboarding-playbook/,api_onboarding_playbook_ask,apps/api/urls.py,apps/portal/views_workflow_playbook.py,func,require_http_methods(['POST']) | csrf_protect | login_required,,,,1,0,0,0,0,,0,0,0
ai/offboarding-playbook/,api_offboarding_playbook_ask,apps/api/urls.py,apps/portal/views_workflow_playbook.py,func,require_http_methods(['POST']) | csrf_protect | login_required,,,,1,0,0,0,0,,0,0,0
ai/mcp/tools/,api_mcp_list_tools,apps/api/urls.py,apps/portal/views_mcp_product.py,func,require_http_methods(['GET']) | login_required,,,,1,0,0,0,0,,0,0,0
ai/mcp/invoke/,api_mcp_invoke_tool,apps/api/urls.py,apps/portal/views_mcp_product.py,func,require_http_methods(['POST']) | csrf_protect | login_required,,,,1,0,0,0,0,,0,0,0
ai/feedback/,api_ai_feedback,apps/api/urls.py,apps/portal/views_ai_gateway.py,func,require_http_methods(['POST']) | csrf_protect | login_required,,,,1,0,0,0,0,,0,0,0
ai/support-session-rating/,api_support_session_rating,apps/api/urls.py,apps/portal/views_ai_gateway.py,func,require_http_methods(['POST']) | csrf_protect | login_required,,,,1,0,0,0,0,,0,0,0
schedules/<int:schedule_id>/conflicts/,ScheduleConflictsAPI.as_view,apps/api/urls.py,apps/academics/api_views.py,class,,IsAuthenticated,APIView,,1,0,0,0,0,,0,0,0
ministry/cartescolaire/,cartescolaire_placeholder,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
ministry/dgi/,dgi_placeholder,apps/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
government/aggregates/,GovernmentAggregatesAPI.as_view,apps/api/urls.py,apps/api/government_views.py,class,require_GET | login_required,,View,,1,0,0,1,0,,0,0,0
config-diff/,ConfigDiffAPI.as_view,apps/api/urls.py,apps/api/config_diff_views.py,class,require_GET | login_required,,View,,1,0,0,1,0,,0,0,0
offline/replay_batch/,OfflineReplayBatchAPI.as_view,apps/api/urls.py,apps/api/offline_replay_views.py,class,extend_schema,IsAuthenticated,APIView,,1,0,0,0,0,,0,0,0
offline/delta/,DeltaSyncAPI.as_view,apps/api/urls.py,apps/api/sync_delta_api.py,class,extend_schema,IsAuthenticated,APIView,,1,0,0,0,0,,0,0,0
proximity/attendance/ingest/,ProximityAttendanceIngestAPI.as_view,apps/api/urls.py,apps/api/proximity_attendance_api.py,class,extend_schema,IsAuthenticated,APIView,,1,0,0,0,0,,0,0,0
pos/checkout/,PosCheckoutAPI.as_view,apps/api/urls.py,apps/api/pos_checkout_api.py,class,extend_schema,IsAuthenticated,APIView,,1,0,0,0,0,,0,0,0
transport/boarding/ingest/,BusBoardingIngestAPI.as_view,apps/api/urls.py,apps/api/boarding_monitor_api.py,class,extend_schema,IsAuthenticated,APIView,,1,0,0,0,0,,0,0,0
offline/prefetch_urls/,PrefetchUrlsAPI.as_view,apps/api/urls.py,apps/api/offline_replay_views.py,class,extend_schema,IsAuthenticated,APIView,,1,0,0,0,0,,0,0,0
offline/queue_metrics/,QueueMetricsAPI.as_view,apps/api/urls.py,apps/api/offline_replay_views.py,class,extend_schema,IsAuthenticated,APIView,,1,0,0,0,0,,0,0,0
offline/encryption-key/,OfflineQueueEncryptionKeyAPI.as_view,apps/api/urls.py,apps/api/offline_replay_views.py,class,extend_schema,IsAuthenticated,APIView,,1,0,0,0,0,,0,0,0
devices/offline-token/,OfflineTokenMintView.as_view,apps/api/urls.py,apps/api/offline_device_api.py,class,extend_schema_view,IsAuthenticated,APIView,,1,0,0,0,0,,0,0,0
offline/permission_snapshot/,PermissionSnapshotAPI.as_view,apps/api/urls.py,apps/api/iam_offline_api.py,class,extend_schema_view,IsAuthenticated,APIView,,1,0,0,0,0,,0,0,0
offline/iam_intent/,OfflineIamIntentAPI.as_view,apps/api/urls.py,apps/api/iam_offline_api.py,class,extend_schema_view,IsAuthenticated,APIView,,1,0,0,0,0,,0,0,0
sync/bundle/upload/,SyncBundleUploadView.as_view,apps/api/urls.py,apps/api/sync_bundle_api.py,class,extend_schema_view,IsAuthenticated,APIView,,1,0,0,0,0,,0,0,0
roadmap/regional-tax/,RegionalTaxConfigAPI.as_view,apps/api/urls.py,apps/api/roadmap_due_today_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/graphql/,GraphQLStubAPI.as_view,apps/api/urls.py,apps/api/roadmap_due_today_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/edge/,EdgeConfigAPI.as_view,apps/api/urls.py,apps/api/roadmap_due_today_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/testing-matrix/,TestingMatrixAPI.as_view,apps/api/urls.py,apps/api/roadmap_due_today_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/canary/,CanaryStatusAPI.as_view,apps/api/urls.py,apps/api/roadmap_due_today_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/rpo-rto/,RPO_RTOConfigAPI.as_view,apps/api/urls.py,apps/api/roadmap_due_today_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/cms/,CMSStubAPI.as_view,apps/api/urls.py,apps/api/roadmap_due_today_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/feature-flags/,FeatureFlagsStatusAPI.as_view,apps/api/urls.py,apps/api/roadmap_due_today_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/onboarding/,OnboardingStatusAPI.as_view,apps/api/urls.py,apps/api/roadmap_due_today_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/support-copilot/,SupportCopilotStubAPI.as_view,apps/api/urls.py,apps/api/roadmap_due_today_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/tenant-media/,TenantMediaStubAPI.as_view,apps/api/urls.py,apps/api/roadmap_due_today_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/gap-ledger/,GapLedgerStatusAPI.as_view,apps/api/urls.py,apps/api/roadmap_due_today_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/commercial-self-serve/,CommercialSelfServeAPI.as_view,apps/api/urls.py,apps/api/roadmap_extended_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/quote-to-contract/,QuoteToContractStubAPI.as_view,apps/api/urls.py,apps/api/roadmap_extended_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/bi-ad-hoc/,BIAdHocReportStubAPI.as_view,apps/api/urls.py,apps/api/roadmap_extended_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/ml-registry/,MLRegistryStubAPI.as_view,apps/api/urls.py,apps/api/roadmap_extended_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/or-tools-timetabling/,ORToolsTimetablingStubAPI.as_view,apps/api/urls.py,apps/api/roadmap_extended_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/video-attendance-sync/,VideoAttendanceSyncStubAPI.as_view,apps/api/urls.py,apps/api/roadmap_extended_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/dispute-payout/,DisputePayoutFlowsStubAPI.as_view,apps/api/urls.py,apps/api/roadmap_extended_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/uk-term-preset/,UKTermPresetStubAPI.as_view,apps/api/urls.py,apps/api/roadmap_extended_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/nested-tenancy/,NestedTenancyStubAPI.as_view,apps/api/urls.py,apps/api/roadmap_extended_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/redis-tenant-cache/,RedisTenantCacheStubAPI.as_view,apps/api/urls.py,apps/api/roadmap_extended_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/predictive-engine/,PredictiveEngineStubAPI.as_view,apps/api/urls.py,apps/api/roadmap_extended_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/at-risk-dashboard/,AtRiskDashboardStubAPI.as_view,apps/api/urls.py,apps/api/roadmap_extended_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/executive-dashboard/,ExecutiveDashboardStubAPI.as_view,apps/api/urls.py,apps/api/roadmap_extended_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/locale-100-lang/,Locale100LangStubAPI.as_view,apps/api/urls.py,apps/api/roadmap_extended_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/certification-badge-expiry/,CertificationBadgeExpiryStubAPI.as_view,apps/api/urls.py,apps/api/roadmap_extended_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
roadmap/nice-to-have-modules/,NiceToHaveModulesAPI.as_view,apps/api/urls.py,apps/api/roadmap_extended_views.py,class,require_GET | login_required,,View,,1,0,0,0,0,,0,0,0
manifest.json,api_v1_manifest,apps/api/urls_v1.py,,,,,,,0,0,0,0,0,,0,1,0
crdt/apply/,CRDTOpsApplyView.as_view,apps/api/urls_v1.py,apps/sync_engine/views_crdt.py,class,login_required,,View,,1,0,0,0,0,,0,0,0
runtime/calendar,school_calendar_runtime,apps/api/urls_v1.py,,,,,,,0,0,0,0,0,,0,1,0
runtime/grading-matrix,grading_matrix_runtime,apps/api/urls_v1.py,,,,,,,0,0,0,0,0,,0,1,0
runtime/defaults,runtime_defaults_snapshot,apps/api/urls_v1.py,,,,,,,0,0,0,0,0,,0,1,0
runtime/site-settings,site_settings_snapshot,apps/api/urls_v1.py,,,,,,,0,0,0,0,0,,0,1,0
runtime/feature-flags,feature_flags_runtime,apps/api/urls_v1.py,,,,,,,0,0,0,0,0,,0,1,0
runtime/structural-options,structural_options_runtime,apps/api/urls_v1.py,,,,,,,0,0,0,0,0,,0,1,0
runtime/structural-options/initialize,structural_options_initialize_runtime,apps/api/urls_v1.py,,,,,,,0,0,0,0,0,,0,1,0
webhooks/event-types/,WebhookEventTypesView.as_view,apps/api/urls_v1.py,apps/api/views_webhook_catalog.py,class,extend_schema,AllowAny,ApiSoftWarnHeaderMixin | APIView,,0,0,0,0,0,,0,0,0
marketplace/apps/,MarketplaceAppsListView.as_view,apps/api/urls_v1.py,apps/api/views_marketplace_catalog.py,class,extend_schema,AllowAny,ApiSoftWarnHeaderMixin | APIView,,0,0,0,0,0,,0,0,0
marketplace/scopes/,MarketplaceScopesListView.as_view,apps/api/urls_v1.py,apps/api/views_marketplace_catalog.py,class,extend_schema,AllowAny,ApiSoftWarnHeaderMixin | APIView,,0,0,0,0,0,,0,0,0
marketplace/submissions/,MarketplaceSubmissionView.as_view,apps/api/urls_v1.py,apps/api/views_marketplace_submissions.py,class,extend_schema,IsAuthenticated,ApiSoftWarnHeaderMixin | APIView,,1,0,0,0,0,,0,0,0
migration-jobs/<str:job_id>/,MigrationJobStatusView.as_view,apps/api/urls_v1.py,apps/api/views_migration_jobs.py,class,extend_schema,IsAuthenticated,ApiSoftWarnHeaderMixin | APIView,,1,0,0,0,0,,0,0,0
migration-jobs/<str:job_id>/errors.csv,MigrationJobErrorsCsvView.as_view,apps/api/urls_v1.py,apps/api/views_migration_jobs.py,class,extend_schema,IsAuthenticated,ApiSoftWarnHeaderMixin | APIView,,1,0,0,0,0,,0,0,0
me/schools,views_v1.MeSchoolsView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
me/switch-school,views_v1.MeSwitchSchoolView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,require_http_methods(['POST']),,View,,1,0,0,1,0,,0,0,0
tenants/provision,views_v1.TenantsProvisionView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
config/education-templates,views_v1.EducationTemplatesView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
config/integration-catalog,views_v1.IntegrationCatalogView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
student/passport/<uuid:global_id>,views_v1.StudentPassportView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
student/transfer,views_v1.StudentTransferView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,require_http_methods(['POST']),,View,,1,0,0,1,0,,0,0,0
attendance/bulk,views_v1.AttendanceBulkView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,require_http_methods(['POST']),,View,,1,0,0,1,0,,0,0,0
attendance/export,views_v1.AttendanceExportView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
vocational/log-hours,views_v1.VocationalLogHoursView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,require_http_methods(['POST']),,View,,1,0,0,1,0,,0,0,0
vocational/verify-skill,views_v1.VocationalVerifySkillView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,require_http_methods(['PATCH']),,View,,1,0,0,1,0,,0,0,0
vocational/digital-badge/<int:student_id>,views_v1.VocationalDigitalBadgeView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
vocational/certifications-expiring,views_v1.VocationalCertificationsExpiringView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
scheduler/generate,views_v1.SchedulerGenerateView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,require_http_methods(['POST']),,View,,1,0,0,1,0,,0,0,0
scheduler/validate,views_v1.SchedulerValidateView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
syllabus/pacing,views_v1.SyllabusPacingView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
super/pulse,views_v1.SuperPulseView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
super/usage,views_v1.SuperUsageView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
super/recovery-rate,views_v1.SuperRecoveryRateView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
super/tenant-health,views_v1.SuperTenantHealthView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
super/tenant-inspect/<int:school_id>/,OperatorTenantInspectView.as_view,apps/api/urls_v1.py,apps/platform_runtime/views_operator_tenant_inspect.py,class,login_required,'apps.platform_runtime.permissions.IsJITAuthorizedOperator',View,,1,0,0,1,0,,0,0,0
super/schools,views_v1.SuperSchoolsListView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
rosetta/convert,views_v1.RosettaConvertView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
rosetta/scales,views_v1.RosettaScalesView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
reports/regulatory-presets,views_v1.RegulatoryPresetsView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
reports/regulatory-export,views_v1.RegulatoryExportView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
attendance/bulk-update,views_v1.AttendanceBulkUpdateView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
billing/quote/<int:quote_id>/accept,views_v1.BillingQuoteAcceptView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
finance/disputes,views_v1.PaymentDisputeListView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
finance/disputes/<uuid:id>,views_v1.PaymentDisputeResolveView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
reports/adhoc,views_v1.AdHocReportListCreateView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
reports/adhoc/<int:id>/run,views_v1.AdHocReportRunView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
video/sessions,views_v1.VideoSessionListCreateView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
video/sessions/<int:id>/attendance-sync,views_v1.VideoAttendanceSyncView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
tenants/children,views_v1.TenantChildrenView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
reports/emis/prepare,views_v1.EMISPrepareView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
reports/emis/<int:id>/submit,views_v1.EMISSubmitView.as_view,apps/api/urls_v1.py,apps/api/views_v1.py,class,,,View,,1,0,0,1,0,,0,0,0
social/feed/,SocialFeedAPI.as_view,apps/api/urls_v1.py,apps/social_media/api_views.py,class,,IsAuthenticated,APIView,,1,0,0,0,0,,0,0,0
social/publish/,SocialPublishAPI.as_view,apps/api/urls_v1.py,apps/social_media/api_views.py,class,,IsAuthenticated | IsAdminUser,APIView,,1,0,0,0,0,,0,0,0
social/moderation/,SocialModerationAPI.as_view,apps/api/urls_v1.py,apps/social_media/api_views.py,class,,IsAuthenticated | IsAdminUser,APIView,,1,0,0,0,0,,0,0,0
social/moderation/<uuid:item_id>/,SocialModerationAPI.as_view,apps/api/urls_v1.py,apps/social_media/api_views.py,class,,IsAuthenticated | IsAdminUser,APIView,,1,0,0,0,0,,0,0,0
social/analytics/pulse/,SocialAnalyticsPulseAPI.as_view,apps/api/urls_v1.py,apps/social_media/api_views.py,class,,IsAuthenticated | IsAdminUser,APIView,,1,0,0,0,0,,0,0,0
social/attribution/,SocialAttributionAPI.as_view,apps/api/urls_v1.py,apps/social_media/api_views.py,class,,IsAuthenticated | IsAdminUser,APIView,,1,0,0,0,0,,0,0,0
ping/,views_v2.ApiV2PingView.as_view,apps/api/urls_v2.py,apps/api/views_v2.py,class,require_GET,,View,,1,0,0,0,0,"liveness probe — no PII, no state",0,0,0
manifest.json,views_v2.ApiV2ManifestView.as_view,apps/api/urls_v2.py,apps/api/views_v2.py,class,require_GET,,View,,1,0,0,0,0,API manifest — public capability/version listing,0,0,0
token/,oauth_views.OAuthTokenView.as_view,apps/apicenter/oauth_urls.py,apps/apicenter/oauth_views.py,class,csrf_exempt,,View,,1,0,0,0,0,oauth-client-credentials-token-exchange-rfc6749,0,0,0
authorize/,oauth_views.oauth_authorize,apps/apicenter/oauth_urls.py,apps/apicenter/oauth_views.py,func,require_GET | login_required,,,,1,0,0,0,0,,0,0,0
,views.api_center_dashboard,apps/apicenter/urls.py,apps/apicenter/views.py,func,login_required | require_GET | csrf_protect,,,,1,0,0,0,0,,0,0,0
toggle/<slug:slug>/,views.api_center_toggle,apps/apicenter/urls.py,apps/apicenter/views.py,func,login_required | require_POST | csrf_protect,,,,1,0,0,0,0,,0,0,0
docs/,views.api_portal_docs,apps/apicenter/urls.py,apps/apicenter/views.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
webhooks/,views.webhook_docs,apps/apicenter/urls.py,apps/apicenter/views.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
keys/,views.api_keys,apps/apicenter/urls.py,apps/apicenter/views.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
keys/create/,views.api_key_create,apps/apicenter/urls.py,apps/apicenter/views.py,func,login_required | require_POST | csrf_protect,,,,1,0,0,0,0,,0,0,0
keys/<int:key_id>/revoke/,views.api_key_revoke,apps/apicenter/urls.py,apps/apicenter/views.py,func,login_required | require_POST | csrf_protect,,,,1,0,0,0,0,,0,0,0
webhooks/create/,views.webhook_subscription_create,apps/apicenter/urls.py,apps/apicenter/views.py,func,login_required | csrf_protect,,,,1,0,0,0,0,,0,0,0
webhooks/<int:pk>/edit/,views.webhook_subscription_edit,apps/apicenter/urls.py,apps/apicenter/views.py,func,"login_required | require_http_methods(['GET', 'POST']) | csrf_protect",,,,1,0,0,0,0,,0,0,0
webhooks/<int:pk>/delete/,views.webhook_subscription_delete,apps/apicenter/urls.py,apps/apicenter/views.py,func,login_required | require_POST | csrf_protect,,,,1,0,0,0,0,,0,0,0
sdk/,views.sdk_docs,apps/apicenter/urls.py,apps/apicenter/views.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
certification/,views.app_certification,apps/apicenter/urls.py,apps/apicenter/views.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
